Country	Subject Descriptor	Units	Scale	Country/Series-specific Notes	2013	2014	2015	2016	2017	2018	2019	2020	Estimates Start After
Korea	Gross national savings	Percent of GDP		Source: Central Bank. The Bank of Korea revised the national accounts data when adopting the 2008 System of National Accounts (SNA). Official data are only available from 2000. Data prior to 2000 were obtained by applying the growth rates of the previous data series and should be treated as provisional. Latest actual data: 2014. The latest data for GDP in current price is still the year of 2013, but the GDP in constant price has 2014 data available. National accounts manual used: SNA 2008 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: Yes, from before 1980 Primary domestic currency: Korean won Data last updated: 03/2015	35.209	35.112	35.135	34.037	34.044	33.818	33.352	32.844	2014
Korea	Inflation, average consumer prices	Index		Source: Ministry of Finance Latest actual data: 2014 Harmonized prices: No Frequency of source data: Monthly Base year: 2010 Primary domestic currency: Korean won Data last updated: 03/2015	107.667	109.039	110.729	113.497	116.902	120.409	124.022	127.742	2014
Korea	Inflation, average consumer prices	Percent change		See notes for:  Inflation, average consumer prices (Index).	1.302	1.275	1.550	2.500	3.000	3.000	3.000	3.000	2014
Korea	Inflation, end of period consumer prices	Index		Source: Ministry of Finance Latest actual data: 2014 Harmonized prices: No Frequency of source data: Monthly Base year: 2010 Primary domestic currency: Korean won Data last updated: 03/2015	107.920	108.820	111.623	114.413	118.656	122.216	125.882	129.658	2014
Korea	Inflation, end of period consumer prices	Percent change		See notes for:  Inflation, end of period consumer prices (Index).	1.143	0.834	2.575	2.500	3.708	3.000	3.000	3.000	2014
Korea	Six-month London interbank offered rate (LIBOR)	Percent											
Korea	Volume of imports of goods and services	Percent change		Source: Central Bank Latest actual data: 2014 Base year: 2005 Methodology used to derive volumes: Weighted average of volume changes Formula used to derive volumes: Other Chain-weighted: No Trade System: General trade Excluded items in trade: In transit;Re-imports;Other;. For other, the following goods are excluded from trade statistics: o - Goods sold where duration of storage has expired according to the provision of Article 208 of Customs Act o - Goods reserved to national treasury according to the provision of Article 126 of Customs Act o - Goods destructed or scrapped according to the provision of Article 127 of Customs Act o - Goods forfeited or additionally collected according to the provision of Article 128 of Customs Act o - Goods lost, stolen, depriciated or destroyed in bonded area o - Goods in bonded sales shop o - Goods in transit through Korea o - Goods retured prior to import clearance o - Monetary gold and silver, negotiable securities, and monetary coins and paper money in current circulation o - Goods of A.T.A Carnet o - Goods consigned to diplomatic missions o - Goods for improvement or repair o - Goods temporarily imported or exported for international events, athletic meeting, exhibition, and etc o - Goods leased less than one year or goods on operational lease o - Goods considered to be samples for sales promotions o - Vessels constructed in bonded factory under the condition of acquiring Korean nationality o - Goods considered not relating to merchandise trade Oil coverage: Cannot verify. Valuation of exports: Free on board (FOB) Valuation of imports: Other Primary domestic currency: Korean won Data last updated: 03/2015	1.594	1.997	2.513	3.875	5.271	5.320	5.339	5.353	2014
Korea	Volume of Imports of goods	Percent change		Source: Central Bank Latest actual data: 2014 Base year: 2005 Methodology used to derive volumes: Weighted average of volume changes Formula used to derive volumes: Other Chain-weighted: No Trade System: General trade Excluded items in trade: In transit;Re-imports;Other;. For other, the following goods are excluded from trade statistics: o - Goods sold where duration of storage has expired according to the provision of Article 208 of Customs Act o - Goods reserved to national treasury according to the provision of Article 126 of Customs Act o - Goods destructed or scrapped according to the provision of Article 127 of Customs Act o - Goods forfeited or additionally collected according to the provision of Article 128 of Customs Act o - Goods lost, stolen, depriciated or destroyed in bonded area o - Goods in bonded sales shop o - Goods in transit through Korea o - Goods retured prior to import clearance o - Monetary gold and silver, negotiable securities, and monetary coins and paper money in current circulation o - Goods of A.T.A Carnet o - Goods consigned to diplomatic missions o - Goods for improvement or repair o - Goods temporarily imported or exported for international events, athletic meeting, exhibition, and etc o - Goods leased less than one year or goods on operational lease o - Goods considered to be samples for sales promotions o - Vessels constructed in bonded factory under the condition of acquiring Korean nationality o - Goods considered not relating to merchandise trade Oil coverage: Cannot verify. Valuation of exports: Free on board (FOB) Valuation of imports: Other Primary domestic currency: Korean won Data last updated: 03/2015	4.318	1.997	2.513	3.875	5.271	5.320	5.339	5.353	2014
Korea	Volume of exports of goods and services	Percent change		Source: Central Bank Latest actual data: 2014 Base year: 2005 Methodology used to derive volumes: Weighted average of volume changes Formula used to derive volumes: Other Chain-weighted: No Trade System: General trade Excluded items in trade: In transit;Re-imports;Other;. For other, the following goods are excluded from trade statistics: o - Goods sold where duration of storage has expired according to the provision of Article 208 of Customs Act o - Goods reserved to national treasury according to the provision of Article 126 of Customs Act o - Goods destructed or scrapped according to the provision of Article 127 of Customs Act o - Goods forfeited or additionally collected according to the provision of Article 128 of Customs Act o - Goods lost, stolen, depriciated or destroyed in bonded area o - Goods in bonded sales shop o - Goods in transit through Korea o - Goods retured prior to import clearance o - Monetary gold and silver, negotiable securities, and monetary coins and paper money in current circulation o - Goods of A.T.A Carnet o - Goods consigned to diplomatic missions o - Goods for improvement or repair o - Goods temporarily imported or exported for international events, athletic meeting, exhibition, and etc o - Goods leased less than one year or goods on operational lease o - Goods considered to be samples for sales promotions o - Vessels constructed in bonded factory under the condition of acquiring Korean nationality o - Goods considered not relating to merchandise trade Oil coverage: Cannot verify. Valuation of exports: Free on board (FOB) Valuation of imports: Other Primary domestic currency: Korean won Data last updated: 03/2015	4.265	2.801	3.205	3.984	4.379	4.437	4.453	4.460	2014
Korea	Volume of exports of goods	Percent change		Source: Central Bank Latest actual data: 2014 Base year: 2005 Methodology used to derive volumes: Weighted average of volume changes Formula used to derive volumes: Other Chain-weighted: No Trade System: General trade Excluded items in trade: In transit;Re-imports;Other;. For other, the following goods are excluded from trade statistics: o - Goods sold where duration of storage has expired according to the provision of Article 208 of Customs Act o - Goods reserved to national treasury according to the provision of Article 126 of Customs Act o - Goods destructed or scrapped according to the provision of Article 127 of Customs Act o - Goods forfeited or additionally collected according to the provision of Article 128 of Customs Act o - Goods lost, stolen, depriciated or destroyed in bonded area o - Goods in bonded sales shop o - Goods in transit through Korea o - Goods retured prior to import clearance o - Monetary gold and silver, negotiable securities, and monetary coins and paper money in current circulation o - Goods of A.T.A Carnet o - Goods consigned to diplomatic missions o - Goods for improvement or repair o - Goods temporarily imported or exported for international events, athletic meeting, exhibition, and etc o - Goods leased less than one year or goods on operational lease o - Goods considered to be samples for sales promotions o - Vessels constructed in bonded factory under the condition of acquiring Korean nationality o - Goods considered not relating to merchandise trade Oil coverage: Cannot verify. Valuation of exports: Free on board (FOB) Valuation of imports: Other Primary domestic currency: Korean won Data last updated: 03/2015	4.781	2.801	3.205	3.984	4.379	4.437	4.453	4.460	2014
Korea	Unemployment rate	Percent of total labor force		Source: National Statistical Office Latest actual data: 2014 Employment type: National definition Primary domestic currency: Korean won Data last updated: 03/2015	3.125	3.542	3.600	3.500	3.300	3.300	3.300	3.300	2014
Korea	Employment	Persons	Millions	Source: National Statistical Office Latest actual data: 2014 Employment type: National definition Primary domestic currency: Korean won Data last updated: 03/2015	25.067	25.600	26.159	26.774	n/a	n/a	n/a	n/a	2014
Korea	Population	Persons	Millions	Source: National Statistical Office Latest actual data: 2014 Primary domestic currency: Korean won Data last updated: 03/2015	50.220	50.424	50.641	50.859	51.078	51.298	51.519	51.740	2014
Korea	General government revenue	National currency	Billions	Source: Ministry of Finance Latest actual data: 2013 Fiscal assumptions: The medium-term forecast incorporates the government?s announced medium-term consolidation path. Start/end months of reporting year: January/December GFS Manual used: 2001 Basis of recording: Cash General government includes: Central Government;. For government gross/net debt only, general government includes central government and local government, starting from 2001. Valuation of public debt: Nominal value Primary domestic currency: Korean won Data last updated: 03/2015	308,023.650	321,672.812	337,141.849	354,038.965	374,747.977	397,565.497	421,691.599	447,407.036	2013
Korea	General government revenue	Percent of GDP		See notes for:  General government revenue (National currency).	21.566	21.566	21.365	21.432	21.498	21.565	21.565	21.565	2013
Korea	General government total expenditure	National currency	Billions	Source: Ministry of Finance Latest actual data: 2013 Fiscal assumptions: The medium-term forecast incorporates the government?s announced medium-term consolidation path. Start/end months of reporting year: January/December GFS Manual used: 2001 Basis of recording: Cash General government includes: Central Government;. For government gross/net debt only, general government includes central government and local government, starting from 2001. Valuation of public debt: Nominal value Primary domestic currency: Korean won Data last updated: 03/2015	298,734.000	317,071.519	331,756.307	343,983.986	359,541.314	376,661.087	393,868.696	411,979.417	2013
Korea	General government total expenditure	Percent of GDP		See notes for:  General government total expenditure (National currency).	20.915	21.257	21.024	20.823	20.626	20.431	20.142	19.857	2013
Korea	General government net lending/borrowing	National currency	Billions	Source: Ministry of Finance Latest actual data: 2013 Fiscal assumptions: The medium-term forecast incorporates the government?s announced medium-term consolidation path. Start/end months of reporting year: January/December GFS Manual used: 2001 Basis of recording: Cash General government includes: Central Government;. For government gross/net debt only, general government includes central government and local government, starting from 2001. Valuation of public debt: Nominal value Primary domestic currency: Korean won Data last updated: 03/2015	9,289.650	4,601.294	5,385.543	10,054.979	15,206.663	20,904.411	27,822.903	35,427.619	2013
Korea	General government net lending/borrowing	Percent of GDP		See notes for:  General government net lending/borrowing (National currency).	0.650	0.308	0.341	0.609	0.872	1.134	1.423	1.708	2013
Korea	General government structural balance	National currency	Billions	Source: Ministry of Finance Latest actual data: 2013 Fiscal assumptions: The medium-term forecast incorporates the government?s announced medium-term consolidation path. Start/end months of reporting year: January/December GFS Manual used: 2001 Basis of recording: Cash General government includes: Central Government;. For government gross/net debt only, general government includes central government and local government, starting from 2001. Valuation of public debt: Nominal value Primary domestic currency: Korean won Data last updated: 03/2015	11,521.271	5,527.102	6,489.472	9,659.644	15,387.010	21,102.321	27,687.542	35,427.619	2013
Korea	General government structural balance	Percent of potential GDP		See notes for:  General government structural balance (National currency).	0.801	0.369	0.410	0.585	0.882	1.144	1.416	1.708	2013
Korea	General government primary net lending/borrowing	National currency	Billions	Source: Ministry of Finance Latest actual data: 2013 Fiscal assumptions: The medium-term forecast incorporates the government?s announced medium-term consolidation path. Start/end months of reporting year: January/December GFS Manual used: 2001 Basis of recording: Cash General government includes: Central Government;. For government gross/net debt only, general government includes central government and local government, starting from 2001. Valuation of public debt: Nominal value Primary domestic currency: Korean won Data last updated: 03/2015	-2,841.947	-6,392.516	-3,718.195	3,417.874	13,588.136	18,873.298	24,945.989	37,308.993	2013
Korea	General government primary net lending/borrowing	Percent of GDP		See notes for:  General government primary net lending/borrowing (National currency).	-0.199	-0.429	-0.236	0.207	0.780	1.024	1.276	1.798	2013
Korea	General government net debt	National currency	Billions	Source: Ministry of Finance Latest actual data: 2013 Fiscal assumptions: The medium-term forecast incorporates the government?s announced medium-term consolidation path. Start/end months of reporting year: January/December GFS Manual used: 2001 Basis of recording: Cash General government includes: Central Government;. For government gross/net debt only, general government includes central government and local government, starting from 2001. Valuation of public debt: Nominal value Primary domestic currency: Korean won Data last updated: 03/2015	475,477.982	523,978.689	573,495.146	620,642.167	665,096.396	706,218.605	743,181.723	775,486.906	2013
Korea	General government net debt	Percent of GDP		See notes for:  General government net debt (National currency).	33.290	35.129	36.344	37.571	38.155	38.307	38.005	37.378	2013
Korea	General government gross debt	National currency	Billions	Source: Ministry of Finance Latest actual data: 2013 Fiscal assumptions: The medium-term forecast incorporates the government?s announced medium-term consolidation path. Start/end months of reporting year: January/December GFS Manual used: 2001 Basis of recording: Cash General government includes: Central Government;. For government gross/net debt only, general government includes central government and local government, starting from 2001. Valuation of public debt: Nominal value Primary domestic currency: Korean won Data last updated: 03/2015	484,234.000	532,734.706	582,251.164	629,398.185	673,852.414	714,974.623	751,937.741	784,242.923	2013
Korea	General government gross debt	Percent of GDP		See notes for:  General government gross debt (National currency).	33.903	35.716	36.898	38.101	38.657	38.782	38.453	37.800	2013
Korea	Gross domestic product corresponding to fiscal year, current prices	National currency	Billions	Source: Ministry of Finance Latest actual data: 2013 Fiscal assumptions: The medium-term forecast incorporates the government?s announced medium-term consolidation path. Start/end months of reporting year: January/December GFS Manual used: 2001 Basis of recording: Cash General government includes: Central Government;. For government gross/net debt only, general government includes central government and local government, starting from 2001. Valuation of public debt: Nominal value Primary domestic currency: Korean won Data last updated: 03/2015	1,428,294.700	1,491,585.378	1,577,980.585	1,651,920.673	1,743,151.125	1,843,583.810	1,955,460.949	2,074,708.125	2013
Korea	Current account balance	U.S. dollars	Billions	Source: Central Bank Latest actual data: 2014 BOP Manual used: BPM 6 Primary domestic currency: Korean won Data last updated: 03/2015	81.148	89.220	102.147	77.760	78.757	79.202	76.730	73.371	2014
Korea	Current account balance	Percent of GDP		See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).	6.221	6.297	7.118	5.151	4.882	4.574	4.118	3.647	2014
Latvia	Gross domestic product, constant prices	National currency	Billions	Source: National Statistical Office Latest actual data: 2013 National accounts manual used: ESA 1995 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: Yes, from 1995 Primary domestic currency: Euro Data last updated: 03/2015	20.841	21.333	21.824	22.554	23.396	24.305	25.262	26.261	2013
Latvia	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	4.226	2.362	2.298	3.346	3.732	3.888	3.938	3.951	2013
Latvia	Gross domestic product, current prices	National currency	Billions	Source: National Statistical Office Latest actual data: 2013 National accounts manual used: ESA 1995 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: Yes, from 1995 Primary domestic currency: Euro Data last updated: 03/2015	23.222	24.053	25.053	26.306	27.897	29.615	31.404	33.315	2013
Latvia	Gross domestic product, current prices	U.S. dollars	Billions	See notes for:  Gross domestic product, current prices (National currency).	30.838	31.970	28.362	29.811	31.927	34.292	36.810	39.749	2013
Latvia	Gross domestic product, deflator	Index		See notes for:  Gross domestic product, constant prices (National currency) Gross domestic product, current prices (National currency).	111.423	112.748	114.799	116.637	119.242	121.846	124.309	126.862	2013
Latvia	Gross domestic product per capita, constant prices	National currency	Units	See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).	10,222.922	10,495.836	10,769.356	11,163.168	11,614.627	12,102.517	12,617.013	13,154.972	2013
Latvia	Gross domestic product per capita, current prices	National currency	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	11,390.653	11,833.797	12,363.124	13,020.375	13,849.460	14,746.394	15,684.099	16,688.605	2013
Latvia	Gross domestic product per capita, current prices	U.S. dollars	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	15,126.489	15,728.787	13,995.612	14,754.967	15,849.900	17,075.546	18,384.100	19,912.064	2013
Latvia	Output gap in percent of potential GDP	Percent of potential GDP											
Latvia	Gross domestic product based on purchasing-power-parity (PPP) valuation of country GDP	Current international dollar	Billions	See notes for:  Gross domestic product, current prices (National currency).	46.397	48.185	49.731	52.164	55.225	58.605	62.127	65.858	2013
Latvia	Gross domestic product based on purchasing-power-parity (PPP) per capita GDP	Current international dollar	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	22,758.371	23,706.557	24,540.593	25,819.033	27,416.105	29,181.750	31,028.690	32,990.822	2013
Latvia	Gross domestic product based on purchasing-power-parity (PPP) share of world total	Percent		See notes for:  Gross domestic product, current prices (National currency).	0.045	0.045	0.044	0.044	0.044	0.044	0.044	0.044	2011
Latvia	Implied PPP conversion rate	National currency per current international dollar		See notes for:  Gross domestic product, current prices (National currency).	0.501	0.499	0.504	0.504	0.505	0.505	0.505	0.506	2013
Latvia	Total investment	Percent of GDP		Source: National Statistical Office Latest actual data: 2013 National accounts manual used: ESA 1995 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: Yes, from 1995 Primary domestic currency: Euro Data last updated: 03/2015	23.445	23.934	23.679	24.649	24.680	24.761	24.937	25.115	2013
Latvia	Gross national savings	Percent of GDP		Source: National Statistical Office Latest actual data: 2013 National accounts manual used: ESA 1995 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: Yes, from 1995 Primary domestic currency: Euro Data last updated: 03/2015	21.109	20.821	21.474	21.687	21.826	22.259	22.504	22.741	2013
Latvia	Inflation, average consumer prices	Index		Source: Eurostat Latest actual data: 2013 Harmonized prices: Yes Frequency of source data: Monthly Base year: 2005 Primary domestic currency: Euro Data last updated: 03/2015	147.033	148.052	148.792	151.321	154.802	158.207	161.372	164.599	2013
Latvia	Inflation, average consumer prices	Percent change		See notes for:  Inflation, average consumer prices (Index).	0.011	0.693	0.500	1.700	2.300	2.200	2.000	2.000	2013
Latvia	Inflation, end of period consumer prices	Index		Source: Eurostat Latest actual data: 2013 Harmonized prices: Yes Frequency of source data: Monthly Base year: 2005 Primary domestic currency: Euro Data last updated: 03/2015	146.310	146.710	149.129	151.664	155.152	158.566	161.737	164.972	2013
Latvia	Inflation, end of period consumer prices	Percent change		See notes for:  Inflation, end of period consumer prices (Index).	-0.408	0.273	1.649	1.700	2.300	2.200	2.000	2.000	2013
Latvia	Six-month London interbank offered rate (LIBOR)	Percent											
Latvia	Volume of imports of goods and services	Percent change		Source: Central Bank Latest actual data: 2013 Base year: 2005 Methodology used to derive volumes: Weighted average of volume changes Formula used to derive volumes: Chain-linked Chain-weighted: Yes, from 2000 Trade System: General trade Oil coverage: Other; Valuation of exports: Free on board (FOB) Valuation of imports: Cost, insurance, freight (CIF) Primary domestic currency: Euro Data last updated: 03/2015	-0.168	1.463	1.127	4.885	4.600	4.500	4.500	0.000	2013
Latvia	Volume of Imports of goods	Percent change		Source: Central Bank Latest actual data: 2013 Base year: 2005 Methodology used to derive volumes: Weighted average of volume changes Formula used to derive volumes: Chain-linked Chain-weighted: Yes, from 2000 Trade System: General trade Oil coverage: Other; Valuation of exports: Free on board (FOB) Valuation of imports: Cost, insurance, freight (CIF) Primary domestic currency: Euro Data last updated: 03/2015	-0.168	1.463	1.127	4.885	4.600	4.500	4.500	0.000	2013
Latvia	Volume of exports of goods and services	Percent change		Source: Central Bank Latest actual data: 2013 Base year: 2005 Methodology used to derive volumes: Weighted average of volume changes Formula used to derive volumes: Chain-linked Chain-weighted: Yes, from 2000 Trade System: General trade Oil coverage: Other; Valuation of exports: Free on board (FOB) Valuation of imports: Cost, insurance, freight (CIF) Primary domestic currency: Euro Data last updated: 03/2015	1.433	1.944	1.237	2.550	4.900	4.840	4.700	4.700	2013
Latvia	Volume of exports of goods	Percent change		Source: Central Bank Latest actual data: 2013 Base year: 2005 Methodology used to derive volumes: Weighted average of volume changes Formula used to derive volumes: Chain-linked Chain-weighted: Yes, from 2000 Trade System: General trade Oil coverage: Other; Valuation of exports: Free on board (FOB) Valuation of imports: Cost, insurance, freight (CIF) Primary domestic currency: Euro Data last updated: 03/2015	1.433	1.944	1.237	2.550	4.900	4.840	4.700	4.700	2013
Latvia	Unemployment rate	Percent of total labor force		Source: National Statistical Office Latest actual data: 2013 Notes: Labor statistics are based on Labor Force Survey data, which were revised in 2011 in compliance with Population and Housing Census 2011 results; data before 2011 have not been revised yet. Employment type: Harmonized ILO definition Primary domestic currency: Euro Data last updated: 03/2015	11.862	10.843	10.441	10.171	9.809	9.628	9.446	9.263	2013
Latvia	Employment	Persons	Millions	Source: National Statistical Office Latest actual data: 2013 Notes: Labor statistics are based on Labor Force Survey data, which were revised in 2011 in compliance with Population and Housing Census 2011 results; data before 2011 have not been revised yet. Employment type: Harmonized ILO definition Primary domestic currency: Euro Data last updated: 03/2015	0.894	0.885	0.888	0.889	n/a	n/a	n/a	n/a	2013
Latvia	Population	Persons	Millions	Source: National Statistical Office Latest actual data: 2013 Primary domestic currency: Euro Data last updated: 03/2015	2.039	2.033	2.026	2.020	2.014	2.008	2.002	1.996	2013
Latvia	General government revenue	National currency	Billions	Source: Ministry of Finance Latest actual data: 2013 Start/end months of reporting year: January/December GFS Manual used: NAS Basis of recording: Cash General government includes: Central Government;Local Government;Social Security Funds;Nonfinancial Public Corporation; Valuation of public debt: Nominal value Primary domestic currency: Euro Data last updated: 03/2015	8.381	8.535	8.792	8.905	9.128	9.937	10.476	10.909	2013
Latvia	General government revenue	Percent of GDP		See notes for:  General government revenue (National currency).	36.089	35.485	35.095	33.852	32.718	33.552	33.359	32.746	2013
Latvia	General government total expenditure	National currency	Billions	Source: Ministry of Finance Latest actual data: 2013 Start/end months of reporting year: January/December GFS Manual used: NAS Basis of recording: Cash General government includes: Central Government;Local Government;Social Security Funds;Nonfinancial Public Corporation; Valuation of public debt: Nominal value Primary domestic currency: Euro Data last updated: 03/2015	8.648	8.935	9.132	9.179	9.607	10.093	10.593	11.053	2013
Latvia	General government total expenditure	Percent of GDP		See notes for:  General government total expenditure (National currency).	37.240	37.147	36.449	34.893	34.437	34.082	33.731	33.176	2013
Latvia	General government net lending/borrowing	National currency	Billions	Source: Ministry of Finance Latest actual data: 2013 Start/end months of reporting year: January/December GFS Manual used: NAS Basis of recording: Cash General government includes: Central Government;Local Government;Social Security Funds;Nonfinancial Public Corporation; Valuation of public debt: Nominal value Primary domestic currency: Euro Data last updated: 03/2015	-0.267	-0.400	-0.339	-0.274	-0.480	-0.157	-0.117	-0.143	2013
Latvia	General government net lending/borrowing	Percent of GDP		See notes for:  General government net lending/borrowing (National currency).	-1.151	-1.662	-1.354	-1.041	-1.719	-0.529	-0.372	-0.430	2013
Latvia	General government structural balance	National currency	Billions	Source: Ministry of Finance Latest actual data: 2013 Start/end months of reporting year: January/December GFS Manual used: NAS Basis of recording: Cash General government includes: Central Government;Local Government;Social Security Funds;Nonfinancial Public Corporation; Valuation of public debt: Nominal value Primary domestic currency: Euro Data last updated: 03/2015	-0.219	-0.364	-0.300	-0.250	-0.471	-0.161	-0.117	-0.153	2013
Latvia	General government structural balance	Percent of potential GDP		See notes for:  General government structural balance (National currency).	-0.937	-1.505	-1.192	-0.948	-1.687	-0.545	-0.372	-0.461	2013
Latvia	General government primary net lending/borrowing	National currency	Billions	Source: Ministry of Finance Latest actual data: 2013 Start/end months of reporting year: January/December GFS Manual used: NAS Basis of recording: Cash General government includes: Central Government;Local Government;Social Security Funds;Nonfinancial Public Corporation; Valuation of public debt: Nominal value Primary domestic currency: Euro Data last updated: 03/2015	0.009	-0.094	-0.023	-0.005	-0.201	0.207	0.180	0.158	2013
Latvia	General government primary net lending/borrowing	Percent of GDP		See notes for:  General government primary net lending/borrowing (National currency).	0.040	-0.390	-0.093	-0.020	-0.722	0.700	0.574	0.475	2013
Latvia	General government net debt	National currency	Billions	Source: Ministry of Finance Latest actual data: 2013 Start/end months of reporting year: January/December GFS Manual used: NAS Basis of recording: Cash General government includes: Central Government;Local Government;Social Security Funds;Nonfinancial Public Corporation; Valuation of public debt: Nominal value Primary domestic currency: Euro Data last updated: 03/2015	7.474	8.388	8.725	8.994	9.465	9.612	9.718	9.819	2013
Latvia	General government net debt	Percent of GDP		See notes for:  General government net debt (National currency).	32.186	34.873	34.826	34.190	33.928	32.456	30.946	29.474	2013
Latvia	General government gross debt	National currency	Billions	Source: Ministry of Finance Latest actual data: 2013 Start/end months of reporting year: January/December GFS Manual used: NAS Basis of recording: Cash General government includes: Central Government;Local Government;Social Security Funds;Nonfinancial Public Corporation; Valuation of public debt: Nominal value Primary domestic currency: Euro Data last updated: 03/2015	8.166	9.090	9.439	9.723	10.213	10.379	10.506	10.630	2013
Latvia	General government gross debt	Percent of GDP		See notes for:  General government gross debt (National currency).	35.165	37.792	37.676	36.961	36.608	35.048	33.456	31.906	2013
Latvia	Gross domestic product corresponding to fiscal year, current prices	National currency	Billions	Source: Ministry of Finance Latest actual data: 2013 Start/end months of reporting year: January/December GFS Manual used: NAS Basis of recording: Cash General government includes: Central Government;Local Government;Social Security Funds;Nonfinancial Public Corporation; Valuation of public debt: Nominal value Primary domestic currency: Euro Data last updated: 03/2015	23.222	24.053	25.053	26.306	27.897	29.615	31.404	33.315	2013
Latvia	Current account balance	U.S. dollars	Billions	Source: Central Bank Latest actual data: 2013 BOP Manual used: BPM 5. Original data in BPM5 converted into BPM6 using template. Primary domestic currency: Euro Data last updated: 03/2015	-0.721	-0.996	-0.626	-0.883	-0.911	-0.858	-0.896	-0.944	2013
Latvia	Current account balance	Percent of GDP		See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).	-2.337	-3.115	-2.207	-2.961	-2.853	-2.503	-2.434	-2.375	2013
Lithuania	Gross domestic product, constant prices	National currency	Billions	Source: National Statistical Office. Data from Statistics Lithuania: http://www.stat.gov.lt/en/ Latest actual data: 2013. Latest actual data are 2014 Q2. Notes: Data prior to 1995 cannot be confirmed by national sources at this time. National accounts manual used: ESA 1995. Data in ESA2010 format will come out in November 2014. GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: Yes, from 2005 Primary domestic currency: Lithuanian litas Data last updated: 03/2015	31.859	32.792	33.726	34.810	35.981	37.262	38.626	40.066	2013
Lithuania	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	3.257	2.929	2.849	3.213	3.365	3.559	3.661	3.729	2013
Lithuania	Gross domestic product, current prices	National currency	Billions	Source: National Statistical Office. Data from Statistics Lithuania: http://www.stat.gov.lt/en/ Latest actual data: 2013. Latest actual data are 2014 Q2. Notes: Data prior to 1995 cannot be confirmed by national sources at this time. National accounts manual used: ESA 1995. Data in ESA2010 format will come out in November 2014. GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: Yes, from 2005 Primary domestic currency: Lithuanian litas Data last updated: 03/2015	34.956	36.288	37.668	39.846	42.178	44.792	47.593	50.607	2013
Lithuania	Gross domestic product, current prices	U.S. dollars	Billions	See notes for:  Gross domestic product, current prices (National currency).	46.426	48.232	42.642	45.155	48.270	51.867	55.786	60.382	2013
Lithuania	Gross domestic product, deflator	Index		See notes for:  Gross domestic product, constant prices (National currency) Gross domestic product, current prices (National currency).	109.720	110.660	111.686	114.468	117.221	120.210	123.215	126.308	2013
Lithuania	Gross domestic product per capita, constant prices	National currency	Units	See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).	10,771.531	11,140.513	11,515.527	11,943.867	12,406.682	12,911.968	13,451.448	14,023.746	2013
Lithuania	Gross domestic product per capita, current prices	National currency	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	11,818.508	12,328.147	12,861.253	13,671.931	14,543.274	15,521.413	16,574.138	17,713.118	2013
Lithuania	Gross domestic product per capita, current prices	U.S. dollars	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	15,696.819	16,385.847	14,559.516	15,493.323	16,643.930	17,972.977	19,427.359	21,134.466	2013
Lithuania	Output gap in percent of potential GDP	Percent of potential GDP											
Lithuania	Gross domestic product based on purchasing-power-parity (PPP) valuation of country GDP	Current international dollar	Billions	See notes for:  Gross domestic product, current prices (National currency).	76.248	79.625	82.622	86.553	91.307	96.589	102.121	108.022	2013
Lithuania	Gross domestic product based on purchasing-power-parity (PPP) per capita GDP	Current international dollar	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	25,779.332	27,051.086	28,210.268	29,697.886	31,483.589	33,470.032	35,563.462	37,809.010	2013
Lithuania	Gross domestic product based on purchasing-power-parity (PPP) share of world total	Percent		See notes for:  Gross domestic product, current prices (National currency).	0.074	0.074	0.073	0.073	0.073	0.073	0.072	0.072	2011
Lithuania	Implied PPP conversion rate	National currency per current international dollar		See notes for:  Gross domestic product, current prices (National currency).	0.458	0.456	0.456	0.460	0.462	0.464	0.466	0.468	2013
